Wall time,Step,Value
1710734948.6478927,0,0.5306249856948853
1710735071.377628,1,0.6379166841506958
1710735193.8940637,2,0.6630208492279053
1710735315.9864058,3,0.6825520992279053
1710735438.980064,4,0.6919270753860474
1710735561.8160858,5,0.6953125
1710735684.7737644,6,0.7010937333106995
1710735807.698955,7,0.7051562666893005
1710735930.6192946,8,0.7054166793823242
1710736053.4612324,9,0.7132291793823242
1710736175.9724503,10,0.7167187333106995
1710736298.523891,11,0.7161458134651184
1710736421.891469,12,0.7148958444595337
1710736543.9810061,13,0.7192708253860474
1710736666.3241735,14,0.7210416793823242
1710736790.0231576,15,0.7207812666893005
1710736912.6131573,16,0.7191146016120911
1710737035.4385433,17,0.7211979031562805
1710737158.4517808,18,0.721875011920929
1710737281.1273499,19,0.7266145944595337
1710737403.6483471,20,0.7227604389190674
1710737526.4364557,21,0.7276041507720947
1710737649.197737,22,0.7178124785423279
1710737772.4249074,23,0.7270833253860474
1710737894.841309,24,0.7281249761581421
1710738017.3439627,25,0.7244271039962769
1710738139.9151475,26,0.7268229126930237
1710738262.9128163,27,0.727552056312561
1710738385.0233774,28,0.7301562428474426
1710738507.2091646,29,0.7246875166893005
1710738629.9411638,30,0.7309374809265137
1710738752.5127523,31,0.7305729389190674
1710738874.5946548,32,0.7340103983879089
1710738996.607616,33,0.7371875047683716
1710739118.6867216,34,0.7327604293823242
1710739240.4727132,35,0.7309895753860474
1710739362.499222,36,0.7325000166893005
1710739485.1915271,37,0.7333333492279053
1710739607.8774912,38,0.7293229103088379
1710739730.4417727,39,0.734947919845581
